581, 236
606, 177
668, 152
550, 143
467, 151
389, 140
271, 170
223, 146
276, 167
264, 233
259, 221
158, 257
99, 304
160, 351
204, 304
270, 290
264, 363
300, 393
246, 458
256, 510
354, 500
374, 427
378, 391
379, 482
457, 471
545, 465
621, 471
660, 484
621, 471
591, 392
654, 359
649, 285
572, 308
548, 331
512, 389
506, 303
458, 346
407, 307
361, 338
341, 285
405, 279
408, 231
504, 242
